age,gpa,application_order,study_time_week,daytime/evening_classes,attendance,extracurriculars,previous_qualification,displaced,entertainment_hours,work,average_sleep,mental_health
32,2.36,1,6.9571226302011,1,14.0,0,1,0,1.0,1,5,4.1000000000000005
30,2.13,2,4.6732901153743125,1,28.0,1,1,1,2.0,0,6,4.675000000000001
19,2.32,1,3.1807034125834903,1,9.0,1,1,1,5.0,0,9,4.2
20,2.68,1,8.51092876095771,1,29.0,1,1,1,8.0,0,8,3.3
18,0.0,1,2.6907861267913025,1,19.0,0,1,1,6.0,0,7,10.0
19,2.69,1,2.9807547147338163,1,12.0,0,1,0,6.0,0,7,3.2750000000000004
18,2.66,3,3.9313816151126417,1,18.0,0,1,1,5.0,1,6,3.3499999999999996
27,2.18,1,3.4772309658395235,0,0.0,0,1,0,2.0,0,4,4.55
52,2.8,1,4.802969319754353,1,11.0,1,9,1,4.0,0,8,3.0000000000000004
29,0.0,1,7.778289585356941,1,27.0,1,1,1,9.0,0,6,10.0
22,2.23,1,4.3882476307853215,1,3.0,0,14,1,5.0,0,8,4.425
28,2.39,1,0.40534377079837325,1,8.0,1,1,1,6.0,1,7,4.0249999999999995
30,0.0,1,4.8462660407664915,1,26.0,0,6,1,3.0,1,4,10.0
18,2.74,2,4.7273244418849645,1,26.0,1,1,1,7.0,0,7,3.1499999999999995
21,2.51,2,5.830181318489638,1,6.0,1,1,1,4.0,0,8,3.7250000000000005
20,2.8,1,3.9885933591531266,1,3.0,1,1,1,7.0,0,6,3.0000000000000004
21,2.62,1,8.858344502748402,1,10.0,1,1,1,3.0,0,5,3.4499999999999997
32,0.0,1,11.961313297746536,0,25.0,1,12,0,9.0,0,9,10.0
20,2.77,3,2.731986166200958,1,30.0,0,1,1,2.0,0,4,3.075
19,0.0,4,5.527147014085854,1,21.0,1,1,1,3.0,0,5,10.0
18,2.36,1,5.838426035994634,1,8.0,1,1,0,3.0,0,5,4.1000000000000005
23,2.24,1,5.691488191299908,0,5.0,0,1,1,5.0,0,5,4.3999999999999995
20,2.53,1,3.113923006307929,1,4.0,0,1,1,6.0,1,6,3.6750000000000007
46,2.32,2,7.076026750732577,1,16.0,0,1,1,3.0,1,5,4.2
27,2.46,1,5.148393379999417,1,18.0,1,1,0,6.0,1,7,3.85
20,0.0,1,8.164576199110785,1,0.0,0,1,1,6.0,1,6,10.0
41,2.4,3,1.4106603818644448,0,17.0,1,12,1,4.0,1,5,4.0
40,2.1,1,5.927814548950163,1,7.0,0,1,0,5.0,0,4,4.75
37,2.71,1,7.105717559472955,0,12.0,1,14,0,5.0,0,7,3.225
20,2.14,4,8.619620047199065,1,21.0,0,1,0,4.0,0,7,4.6499999999999995
20,2.44,1,4.364786881460564,1,7.0,0,14,1,5.0,0,7,3.9000000000000004
26,2.49,1,7.41920874856333,0,15.0,1,15,0,5.0,1,4,3.7749999999999995
54,2.82,1,3.070626573068842,0,10.0,0,1,0,8.0,1,7,2.95
21,2.92,5,8.429372959643263,1,0.0,1,1,1,3.0,1,9,2.7
20,3.03,1,1.7404185900247753,1,6.0,1,1,1,6.0,1,5,2.4250000000000007
18,0.0,6,12.206300105501938,1,19.0,0,1,1,3.0,1,6,10.0
19,2.67,3,1.714030649663589,1,12.0,0,1,1,3.0,1,7,3.325
18,2.45,2,5.8061858581936745,1,10.0,0,1,1,4.0,1,8,3.8749999999999996
19,2.4,1,5.795733465435777,1,13.0,1,1,1,7.0,1,7,4.0
22,2.4,1,7.720857441847265,1,20.0,1,14,1,7.0,1,7,4.0
19,3.06,1,3.4343479360196945,1,2.0,0,1,0,3.0,1,8,2.3499999999999996
21,2.66,1,3.7204213937754704,1,1.0,1,1,1,5.0,1,7,3.3499999999999996
20,2.62,1,7.624339470480191,1,19.0,0,1,0,7.0,1,10,3.4499999999999997
18,2.63,3,3.4026964655114877,1,2.0,0,1,1,3.0,1,7,3.4250000000000003
18,3.05,1,6.971146376016045,1,7.0,0,1,1,7.0,1,5,2.3750000000000004
20,2.22,1,4.025629225338245,1,12.0,0,1,1,4.0,0,9,4.449999999999999
18,2.93,1,7.011560303309873,1,5.0,1,1,0,5.0,1,6,2.675
18,2.67,3,3.505879920505598,1,4.0,1,1,1,4.0,0,6,3.325
20,2.51,2,1.8705928679626782,1,23.0,1,1,1,8.0,0,6,3.7250000000000005
19,2.3,1,2.6449569152810897,1,5.0,0,1,1,6.0,0,8,4.25
18,2.77,1,6.816950214058225,1,8.0,0,1,1,7.0,0,7,3.075
18,2.91,1,1.5720910486476702,1,25.0,1,1,0,4.0,0,8,2.7249999999999996
18,2.84,3,2.7313199718182464,1,10.0,1,1,0,5.0,0,5,2.9000000000000004
20,0.0,3,0.7434725163024868,1,0.0,1,1,1,5.0,1,7,10.0
19,2.7,1,11.487534548222971,1,2.0,1,1,0,6.0,0,4,3.2499999999999996
36,1.15,1,6.345628192485745,1,7.0,0,1,0,5.0,0,8,7.125
19,2.38,1,1.4343095448183187,1,22.0,1,1,0,4.0,0,4,4.050000000000001
18,2.56,3,11.559134574797422,1,28.0,1,1,1,3.0,1,5,3.5999999999999996
18,2.53,3,4.3308466084587485,1,24.0,1,1,0,6.0,0,6,3.6750000000000007
18,2.9,3,4.048972680842589,1,18.0,1,1,1,7.0,1,7,2.75
19,2.62,1,4.287051854172484,1,23.0,0,1,1,6.0,0,5,3.4499999999999997
18,2.6,3,3.769326793377306,1,21.0,1,1,1,6.0,0,7,3.5
19,2.7,1,6.150891757265573,1,9.0,0,1,1,3.0,1,6,3.2499999999999996
18,2.49,1,0.8061793503759284,1,5.0,0,1,1,8.0,0,6,3.7749999999999995
22,2.3,1,4.660292980408409,1,10.0,0,16,1,8.0,0,5,4.25
18,0.0,2,11.18396451327426,1,27.0,0,1,1,6.0,1,9,10.0
19,2.58,4,6.869175825085706,1,19.0,1,1,1,8.0,1,6,3.55
18,2.95,1,12.856136615445443,1,10.0,1,1,1,7.0,0,6,2.6249999999999996
19,2.81,3,8.58028841207788,1,17.0,1,1,0,7.0,0,7,2.9749999999999996
20,2.15,2,3.243994264046215,1,25.0,1,1,1,3.0,0,6,4.625
18,2.52,3,10.105348423822049,1,30.0,1,1,1,2.0,1,10,3.7
23,2.7,1,8.321539101366799,1,19.0,1,1,0,4.0,1,5,3.2499999999999996
20,0.0,4,3.2530610673234768,1,30.0,1,1,1,5.0,1,6,10.0
20,2.27,5,9.227539931761504,1,28.0,0,1,1,5.0,0,6,4.325
22,0.0,1,3.761337268188326,1,26.0,0,1,1,6.0,0,6,10.0
18,2.58,2,4.08903794440116,1,1.0,1,1,1,6.0,1,5,3.55
18,2.78,1,1.5007515946158514,1,0.0,1,1,0,7.0,1,7,3.0500000000000007
18,2.86,1,4.164922130589927,1,28.0,0,1,0,5.0,1,7,2.8500000000000005
18,3.07,1,2.424548006008595,1,2.0,0,1,0,3.0,1,7,2.325
21,2.55,1,10.785489871195047,1,11.0,0,1,0,6.0,0,7,3.6250000000000004
20,2.4,1,6.913525083151544,1,27.0,0,1,0,7.0,0,5,4.0
18,2.73,1,8.551842286439712,1,2.0,1,1,1,4.0,0,8,3.175
20,2.66,2,3.1822111221349307,1,1.0,0,1,1,5.0,1,4,3.3499999999999996
25,2.57,1,8.163452439919215,0,23.0,1,1,1,5.0,0,7,3.575
18,2.36,1,6.475192632029161,1,5.0,0,1,1,7.0,1,7,4.1000000000000005
19,0.0,3,4.088748663972172,1,28.0,1,1,1,5.0,1,7,10.0
20,2.79,1,7.645510481361114,1,6.0,1,1,1,6.0,0,5,3.025
20,2.59,2,14.485901359489057,1,19.0,0,1,1,5.0,0,5,3.5250000000000004
21,2.4,4,4.522261419800592,1,18.0,0,1,1,9.0,1,7,4.0
18,2.8,3,10.107441315581395,1,30.0,0,1,1,3.0,0,4,3.0000000000000004
18,2.47,1,5.474470958954036,1,19.0,1,1,1,3.0,1,4,3.8249999999999993
18,3.12,3,7.325785315725168,1,20.0,0,1,1,4.0,1,8,2.1999999999999997
18,2.85,4,6.344669640642415,1,3.0,1,1,1,3.0,1,8,2.875
19,0.0,1,13.580401366016543,1,5.0,1,1,0,7.0,0,5,10.0
20,2.27,1,11.452003610694286,1,15.0,0,1,1,9.0,0,3,4.325
47,0.0,1,4.986202617718138,1,4.0,1,7,0,6.0,0,4,10.0
21,2.57,1,4.561036110962446,1,7.0,0,1,0,6.0,1,7,3.575
31,2.2,1,4.626097795734727,1,15.0,0,1,0,5.0,0,8,4.5
46,0.0,1,3.318159004992732,1,26.0,0,1,1,6.0,1,7,10.0
18,2.3,3,6.610690999650134,1,19.0,0,1,1,5.0,0,6,4.25
19,2.41,3,10.484322577670696,1,1.0,1,1,1,8.0,1,5,3.9749999999999996
23,2.59,1,10.714222601006838,1,16.0,1,1,1,4.0,0,8,3.5250000000000004
22,0.0,1,1.1185147868988141,1,7.0,1,14,0,4.0,0,5,10.0
19,2.62,1,6.62993511309315,1,8.0,1,1,1,4.0,0,6,3.4499999999999997
19,0.0,1,3.820600613313347,1,0.0,0,1,0,6.0,0,6,10.0
22,2.55,1,1.572775788798796,1,6.0,0,1,0,9.0,1,8,3.6250000000000004
29,0.0,1,7.239897660534901,1,14.0,1,1,0,3.0,1,8,10.0
18,2.8,3,5.089062273707449,1,25.0,1,1,1,6.0,1,5,3.0000000000000004
18,2.22,1,1.9408678470949334,1,9.0,0,1,1,4.0,1,4,4.449999999999999
23,0.0,1,9.260548131775284,1,17.0,0,1,1,7.0,1,9,10.0
34,2.24,1,1.8575437888841027,0,14.0,0,1,0,7.0,0,7,4.3999999999999995
19,2.09,1,3.6356429216998967,1,22.0,0,1,0,2.0,1,6,4.775
18,2.7,1,8.653070016929291,1,0.0,1,1,1,6.0,0,7,3.2499999999999996
20,2.8,6,7.28237622705371,1,19.0,1,1,0,7.0,0,8,3.0000000000000004
19,2.66,6,6.990356753412894,1,23.0,1,1,1,5.0,0,7,3.3499999999999996
22,2.39,2,6.277220337298132,1,15.0,0,1,1,5.0,1,8,4.0249999999999995
23,2.8,1,4.215347310165124,1,24.0,1,1,1,3.0,0,6,3.0000000000000004
34,2.77,1,2.9367310258737103,1,24.0,0,1,0,6.0,0,4,3.075
18,0.0,4,3.526374368946676,1,11.0,1,1,1,5.0,1,9,10.0
21,1.18,3,7.016527979209871,1,22.0,1,1,1,10.0,0,4,7.050000000000001
22,2.65,1,1.8529896859414328,1,15.0,0,1,1,6.0,0,6,3.375
28,0.0,1,3.195534898494356,1,19.0,1,9,0,8.0,0,6,10.0
23,0.0,4,4.110596870036144,1,10.0,1,1,1,5.0,1,7,10.0
20,2.08,1,3.2642302332729662,1,9.0,0,1,0,8.0,1,7,4.8
18,2.58,2,12.779933414664221,1,30.0,0,1,1,5.0,0,5,3.55
28,0.0,2,1.0420597886384038,1,5.0,1,9,1,6.0,1,7,10.0
21,2.41,1,3.804599580357202,1,18.0,0,14,0,3.0,0,5,3.9749999999999996
25,2.85,1,11.177595585562404,1,23.0,0,1,0,5.0,0,6,2.875
19,2.75,1,5.409498861163172,1,28.0,1,14,1,5.0,0,7,3.125
18,2.97,4,5.229888025756192,1,8.0,1,1,1,6.0,0,5,2.5749999999999993
29,0.0,1,9.308407052586242,1,13.0,0,3,0,7.0,1,8,10.0
29,0.0,1,4.0279183846878395,1,4.0,1,12,0,9.0,0,6,10.0
20,2.67,1,5.004070219959786,1,26.0,1,1,0,6.0,1,6,3.325
18,0.0,1,0.6881224159887531,1,16.0,0,1,0,5.0,0,4,10.0
20,2.56,1,8.765842511376217,1,7.0,1,1,0,5.0,1,7,3.5999999999999996
33,3.1,1,7.3885058254980045,1,3.0,1,1,1,6.0,1,7,2.25
30,2.3,1,8.81586653481034,0,25.0,1,1,0,4.0,0,6,4.25
21,2.28,1,6.614800505501467,1,14.0,1,1,0,4.0,0,5,4.300000000000001
18,2.95,1,2.193574948837346,1,20.0,1,1,0,6.0,0,6,2.6249999999999996
19,2.65,1,2.6699055072913462,1,29.0,1,1,0,4.0,1,7,3.375
21,2.25,1,2.7020504629807442,1,0.0,0,1,0,5.0,1,4,4.375
25,1.0,2,0.6878070909104205,1,16.0,0,1,0,4.0,0,7,7.5
19,2.39,2,2.1374966530414854,1,16.0,1,1,0,3.0,1,7,4.0249999999999995
23,2.43,1,4.106701787677433,1,10.0,0,14,1,6.0,0,8,3.925
19,2.69,2,4.826774484306692,1,13.0,0,1,1,9.0,1,8,3.2750000000000004
19,0.0,1,3.9640245236438165,1,14.0,0,1,1,7.0,0,7,10.0
31,1.1,1,13.20664680832645,1,9.0,1,1,0,6.0,1,5,7.25
32,2.44,1,2.9808981284024973,1,26.0,0,1,0,3.0,0,6,3.9000000000000004
19,2.52,2,6.317896847024711,1,7.0,1,1,1,6.0,1,7,3.7
34,2.45,1,6.31102512767037,1,17.0,0,6,1,5.0,0,4,3.8749999999999996
21,2.62,6,12.24063837447006,1,4.0,1,1,1,4.0,1,6,3.4499999999999997
53,2.2,2,1.348644285639634,1,14.0,1,1,1,6.0,0,7,4.5
19,2.94,1,5.345460250466666,1,27.0,1,1,0,7.0,1,4,2.6500000000000004
20,2.42,3,9.02786318750261,1,21.0,1,1,0,6.0,0,8,3.95
18,2.87,2,12.328952941262195,1,2.0,1,1,1,4.0,1,6,2.8249999999999997
32,0.0,1,10.840498966694918,1,25.0,0,1,0,2.0,1,8,10.0
21,2.89,1,6.811086703622889,1,14.0,0,1,1,6.0,0,6,2.7749999999999995
26,0.0,1,4.430796385699516,0,14.0,0,3,0,6.0,0,7,10.0
26,2.43,1,3.362316864823832,1,24.0,0,14,1,2.0,0,6,3.925
21,2.43,1,9.438302097712745,0,30.0,1,14,0,6.0,0,7,3.925
18,2.55,1,7.054030315375952,1,24.0,1,1,0,8.0,0,8,3.6250000000000004
21,2.59,1,4.480589470057048,1,11.0,0,14,1,6.0,0,9,3.5250000000000004
21,2.18,1,10.008574512829021,1,3.0,1,1,1,8.0,1,4,4.55
19,2.7,1,4.1556717311783835,1,17.0,0,1,0,3.0,1,5,3.2499999999999996
19,2.4,1,6.576326507181359,1,9.0,0,1,0,5.0,1,7,4.0
19,2.26,2,2.463051698996478,1,27.0,0,1,0,6.0,0,7,4.3500000000000005
27,2.58,1,4.396887372207799,1,30.0,1,3,1,3.0,0,7,3.55
18,2.59,2,10.991995097254572,1,27.0,1,1,1,5.0,0,9,3.5250000000000004
20,1.0,2,3.2000437854601103,1,18.0,1,1,1,4.0,0,4,7.5
19,2.56,3,1.8569896039670277,1,22.0,1,1,1,5.0,1,5,3.5999999999999996
20,0.0,4,1.7306153435883285,1,17.0,1,1,1,8.0,0,6,10.0
19,2.27,2,2.74318166452671,1,1.0,0,1,1,3.0,0,9,4.325
20,2.12,5,10.514497362598629,1,13.0,0,1,1,4.0,0,8,4.699999999999999
20,0.0,1,2.5126523103151968,1,21.0,1,1,0,7.0,1,6,10.0
18,2.65,1,13.979023874344026,1,20.0,1,1,0,6.0,1,8,3.375
20,2.62,1,12.21847801002208,1,9.0,0,1,1,3.0,0,6,3.4499999999999997
38,2.16,1,6.461433852027963,0,3.0,0,1,0,7.0,0,7,4.6
42,2.32,1,2.802390644371256,0,20.0,1,1,0,4.0,0,6,4.2
32,0.0,1,5.152287867859123,1,21.0,0,1,0,7.0,1,8,10.0
22,2.67,1,4.7295054179294596,1,19.0,0,1,1,8.0,1,4,3.325
28,0.0,1,5.041022865104852,0,29.0,0,1,1,3.0,1,7,10.0
37,0.0,1,3.187621112421637,0,26.0,1,7,1,8.0,1,8,10.0
43,2.92,1,6.696131925182272,1,27.0,0,14,0,3.0,0,8,2.7
41,2.52,1,11.053800667997711,0,18.0,0,1,0,6.0,0,7,3.7
29,2.22,1,3.4753860892220505,0,23.0,0,12,0,6.0,0,8,4.449999999999999
35,2.23,1,11.630818509199639,0,17.0,1,1,0,3.0,1,8,4.425
18,2.4,6,6.289749935763816,1,26.0,1,1,1,6.0,1,8,4.0
39,2.2,1,5.943898877680312,1,11.0,0,12,0,6.0,1,7,4.5
37,2.13,1,1.9702349582732648,0,1.0,0,1,0,2.0,0,5,4.675000000000001
26,2.74,1,3.0195744352793463,1,16.0,1,1,1,6.0,0,6,3.1499999999999995
32,1.4,1,8.062581451674207,1,15.0,0,3,1,8.0,0,9,6.5
37,2.35,1,6.743043706091867,0,5.0,1,1,0,7.0,1,5,4.125
28,0.0,1,2.443167388463061,1,2.0,0,1,1,3.0,0,8,10.0
19,0.0,1,1.978133309547761,1,23.0,1,1,1,7.0,1,6,10.0
18,2.35,5,3.1144730665307585,1,13.0,0,1,1,7.0,0,8,4.125
19,2.63,1,13.978017258232232,1,8.0,0,1,0,4.0,1,6,3.4250000000000003
32,2.87,1,3.385045246470291,1,17.0,0,3,0,8.0,1,6,2.8249999999999997
31,2.25,1,2.983792104183043,1,20.0,0,1,1,4.0,1,6,4.375
34,2.34,1,1.334313901100154,1,7.0,0,1,1,9.0,1,4,4.15
20,2.76,3,2.394423166619584,1,8.0,1,1,1,5.0,0,6,3.1000000000000005
28,2.08,1,6.704776328261525,1,19.0,0,12,0,8.0,0,5,4.8
31,2.54,1,9.360803671599369,0,5.0,0,14,0,5.0,0,6,3.65
18,2.49,1,7.089510505768909,1,27.0,1,1,1,6.0,1,8,3.7749999999999995
31,2.24,1,5.421829368249539,0,27.0,0,12,0,8.0,1,5,4.3999999999999995
19,2.54,3,1.886512914161934,1,13.0,1,1,1,3.0,0,6,3.65
19,2.63,1,5.049132352132392,1,4.0,1,1,1,4.0,1,7,3.4250000000000003
31,0.0,1,9.121143122766176,1,13.0,0,12,1,5.0,1,7,10.0
34,0.0,1,9.000047798067328,1,18.0,0,3,0,8.0,0,6,10.0
18,3.14,1,4.970303432640386,1,6.0,0,1,1,6.0,0,4,2.1499999999999995
18,2.58,2,1.3057821981879327,1,29.0,1,1,1,6.0,1,5,3.55
19,2.64,1,8.133491016587758,1,4.0,0,1,0,9.0,0,6,3.3999999999999995
22,0.0,2,5.258991035106866,1,27.0,1,1,1,7.0,1,7,10.0
32,2.29,1,0.8089118023703128,1,4.0,0,1,0,3.0,0,5,4.275
61,0.0,1,7.37316991437424,1,22.0,1,1,0,2.0,0,6,10.0
30,2.26,1,5.957663880632288,0,18.0,0,1,1,2.0,1,8,4.3500000000000005
45,0.0,1,6.215228733897148,0,6.0,1,1,0,8.0,1,4,10.0
20,2.62,1,6.09124626141506,1,23.0,0,14,0,4.0,1,6,3.4499999999999997
19,0.0,5,5.726160135827487,1,23.0,1,1,0,6.0,1,10,10.0
26,2.33,1,4.931463931749872,1,21.0,0,1,1,3.0,1,6,4.175
19,2.43,4,9.932230412920728,1,12.0,1,1,1,4.0,1,10,3.925
19,2.37,1,4.016963933949405,1,0.0,0,1,0,4.0,1,5,4.074999999999999
19,2.55,3,1.6248334558710311,1,19.0,0,1,1,6.0,1,4,3.6250000000000004
19,2.59,1,4.261666251477697,1,3.0,0,1,1,9.0,1,4,3.5250000000000004
19,0.0,3,4.611140807831219,1,29.0,1,1,1,5.0,1,5,10.0
28,2.32,1,1.6975460121650965,1,18.0,1,1,1,7.0,0,7,4.2
24,2.71,1,3.3690268764609783,1,3.0,0,1,0,4.0,0,6,3.225
18,2.69,1,6.8860646006333415,1,25.0,0,1,0,2.0,1,7,3.2750000000000004
18,2.42,2,11.72964737361644,1,1.0,0,1,0,7.0,1,7,3.95
18,2.19,1,4.265890708451519,1,27.0,0,1,1,3.0,1,8,4.525
21,2.58,1,5.549179085554897,1,4.0,1,14,0,5.0,0,4,3.55
28,0.0,1,3.049936425498339,0,30.0,0,1,0,3.0,0,7,10.0
58,0.0,1,2.2223949125980043,1,1.0,1,9,0,4.0,1,6,10.0
49,0.0,1,5.780521512146074,0,1.0,1,1,1,3.0,0,7,10.0
24,2.12,1,2.6612657111374443,1,18.0,1,1,0,6.0,0,6,4.699999999999999
25,2.85,1,4.442417598987375,1,1.0,0,1,0,3.0,1,5,2.875
33,1.0,1,3.5738811603391984,1,15.0,0,1,1,9.0,1,9,7.5
33,0.0,2,2.0608825480701185,1,17.0,0,12,0,6.0,1,6,10.0
40,3.15,1,1.4435981105583782,1,25.0,1,1,0,8.0,0,7,2.125
48,2.34,1,3.920888563464442,0,11.0,0,1,0,8.0,1,8,4.15
18,2.23,3,4.563121203669739,1,23.0,0,1,1,10.0,1,6,4.425
24,2.53,1,11.673624459890119,1,4.0,1,12,1,5.0,1,7,3.6750000000000007
23,2.5,1,9.381981911025171,1,19.0,0,1,0,4.0,0,7,3.75
39,2.53,1,6.767739224793815,0,15.0,0,12,1,6.0,1,5,3.6750000000000007
21,2.42,1,8.126825343435813,1,6.0,1,1,0,7.0,0,5,3.95
34,2.17,1,6.123373116912164,1,14.0,1,6,1,3.0,0,4,4.575
41,2.24,1,1.168580968016947,0,30.0,1,1,0,5.0,0,8,4.3999999999999995
18,2.45,1,3.486477194154645,1,18.0,1,1,0,3.0,0,3,3.8749999999999996
34,2.26,1,2.4241404191006395,0,12.0,1,1,0,9.0,1,6,4.3500000000000005
19,2.6,1,3.138467964415498,1,19.0,1,1,0,2.0,0,9,3.5
19,2.74,1,7.102017313915968,1,6.0,1,1,0,3.0,1,7,3.1499999999999995
28,3.07,1,10.32720213816212,1,29.0,1,4,0,6.0,1,7,2.325
18,1.08,1,2.2039906399351783,1,8.0,0,1,1,6.0,1,7,7.3
19,2.2,1,6.68676407500144,1,18.0,0,1,1,6.0,0,6,4.5
19,2.6,2,1.5438920043136037,1,1.0,0,1,1,9.0,0,7,3.5
18,3.11,1,9.81100953772527,1,13.0,0,1,1,7.0,0,6,2.2250000000000005
18,2.68,1,2.428516002968559,1,1.0,1,1,1,5.0,0,8,3.3
18,2.24,1,8.467931028276642,1,26.0,0,1,1,2.0,0,5,4.3999999999999995
19,2.77,2,9.680269295668856,1,5.0,1,14,1,6.0,1,7,3.075
31,2.71,1,9.738871426212771,1,7.0,0,3,0,8.0,0,5,3.225
33,2.85,1,10.623235204411044,0,3.0,1,1,0,4.0,0,5,2.875
20,2.8,3,9.015934184552862,1,12.0,0,1,1,6.0,1,7,3.0000000000000004
22,2.43,1,2.755452525845907,1,1.0,1,14,1,3.0,1,9,3.925
19,2.61,1,3.961706799496962,1,15.0,0,1,1,9.0,0,6,3.4750000000000005
18,2.55,3,1.4780691193952336,1,30.0,1,1,1,7.0,1,6,3.6250000000000004
18,0.0,3,1.0028447560133251,1,2.0,1,1,0,5.0,1,6,10.0
18,0.0,5,1.615484240717673,1,10.0,1,1,1,3.0,1,9,10.0
18,0.0,1,6.247539691639697,1,22.0,1,1,1,2.0,0,7,10.0
19,2.22,2,2.905977019178658,1,24.0,1,1,1,2.0,0,6,4.449999999999999
18,3.39,2,10.868063264043888,1,24.0,0,1,1,5.0,0,4,1.5249999999999997
18,2.57,1,9.266944915183705,1,12.0,0,1,1,3.0,1,7,3.575
18,3.05,6,10.193583448314268,1,25.0,1,1,1,4.0,1,7,2.3750000000000004
21,2.6,1,2.1946995710295254,1,8.0,1,16,1,6.0,0,7,3.5
18,2.89,1,6.278271817989484,1,7.0,1,1,0,6.0,1,7,2.7749999999999995
18,2.76,3,9.5275054955063,1,11.0,1,1,1,9.0,0,6,3.1000000000000005
18,2.63,2,0.968484771493646,1,2.0,0,1,1,9.0,1,6,3.4250000000000003
20,2.4,1,5.42418471685877,1,19.0,0,1,1,6.0,0,7,4.0
18,2.66,1,1.7334060654045182,1,3.0,0,1,0,3.0,1,5,3.3499999999999996
18,0.0,2,11.014646373728123,1,3.0,1,1,1,2.0,1,7,10.0
20,2.34,2,7.563311715711475,1,17.0,1,1,1,3.0,1,8,4.15
20,2.47,1,6.094949176878069,1,17.0,1,1,1,7.0,0,6,3.8249999999999993
19,1.1,1,1.8255115892336569,1,22.0,1,1,1,7.0,0,6,7.25
19,2.61,1,5.807604230097958,1,30.0,0,1,0,3.0,0,8,3.4750000000000005
18,1.1,4,13.700522605192253,1,0.0,1,1,1,5.0,0,4,7.25
19,2.41,3,2.208244500893255,1,30.0,1,1,1,5.0,1,6,3.9749999999999996
20,2.6,2,4.459573779496204,1,15.0,0,1,1,6.0,0,5,3.5
21,2.25,1,2.37942472672433,1,0.0,1,14,1,5.0,0,6,4.375
21,2.34,2,3.0244982153156026,1,14.0,1,1,0,2.0,0,8,4.15
20,2.8,1,4.444176291953427,1,18.0,0,1,0,6.0,1,6,3.0000000000000004
19,2.6,2,9.521211044909897,1,25.0,1,1,1,2.0,1,9,3.5
21,2.2,3,11.84566005642427,1,3.0,0,1,0,4.0,1,8,4.5
18,2.6,1,5.578455789139475,1,28.0,0,1,0,6.0,0,6,3.5
19,2.39,5,4.272935783892281,1,20.0,1,1,0,4.0,1,7,4.0249999999999995
18,2.8,2,4.1627240862446815,1,26.0,0,1,1,6.0,1,8,3.0000000000000004
19,2.66,4,9.607681234168968,1,6.0,0,1,1,4.0,0,5,3.3499999999999996
18,2.11,2,6.370978034168406,1,4.0,0,1,1,2.0,1,5,4.7250000000000005
18,2.28,1,4.599936502552021,1,27.0,1,1,0,7.0,1,9,4.300000000000001
18,2.76,1,3.3387059612054975,1,6.0,1,1,0,7.0,0,8,3.1000000000000005
18,2.88,1,7.048819103743774,1,27.0,0,1,1,8.0,1,5,2.8000000000000003
18,1.3,1,6.853789378845999,1,26.0,0,1,1,6.0,1,6,6.75
18,2.83,3,7.38114804980087,1,13.0,0,1,0,6.0,0,8,2.925
18,0.0,1,3.5468836825599586,1,12.0,0,1,0,7.0,0,5,10.0
18,2.72,1,1.5675700629859104,1,17.0,0,1,0,4.0,0,5,3.1999999999999993
20,2.48,1,2.309312545080782,1,10.0,0,1,1,7.0,0,6,3.8
18,2.29,1,5.879086922584447,1,16.0,0,1,0,6.0,1,5,4.275
18,2.22,4,9.302031906936618,1,11.0,1,1,1,3.0,1,9,4.449999999999999
20,2.56,6,12.653193853288663,1,29.0,1,1,0,2.0,0,7,3.5999999999999996
40,2.28,1,1.4360426622513254,1,10.0,0,1,0,3.0,0,4,4.300000000000001
18,2.44,6,12.4063697369283,1,21.0,0,1,1,3.0,1,6,3.9000000000000004
19,2.38,5,3.03287249238591,1,3.0,1,1,1,6.0,0,9,4.050000000000001
24,0.0,1,2.1589942841437484,0,10.0,1,15,0,8.0,0,7,10.0
19,2.63,3,12.051915547413152,1,15.0,1,1,1,6.0,1,6,3.4250000000000003
19,2.82,6,2.178575641063364,1,8.0,1,1,1,2.0,1,8,2.95
20,2.53,1,4.210287274597705,1,30.0,0,1,1,7.0,0,8,3.6750000000000007
18,3.11,1,5.366844564694706,1,4.0,0,1,0,8.0,0,9,2.2250000000000005
18,0.0,1,8.397521822178845,1,6.0,1,1,1,4.0,1,6,10.0
19,2.92,2,3.985050152927606,1,6.0,1,1,1,5.0,1,5,2.7
18,3.0,3,4.234908888917858,1,19.0,0,1,1,3.0,0,7,2.5
19,2.6,1,2.8617749455521557,1,9.0,0,14,1,3.0,0,8,3.5
19,3.06,2,4.592046478492342,1,10.0,0,1,1,9.0,1,5,2.3499999999999996
19,2.84,1,4.999077169890709,1,4.0,1,1,0,2.0,1,7,2.9000000000000004
19,2.47,2,9.636083749768753,1,12.0,0,1,1,7.0,1,6,3.8249999999999993
19,2.91,1,5.380637273511103,1,10.0,1,1,0,3.0,0,5,2.7249999999999996
25,2.24,1,7.499259517146535,1,4.0,0,9,1,3.0,0,8,4.3999999999999995
20,2.54,1,4.533347225172729,1,14.0,1,1,0,9.0,0,7,3.65
23,2.68,1,4.549693000521425,1,9.0,0,16,0,6.0,1,7,3.3
20,0.0,1,4.434263375078073,1,1.0,0,1,0,7.0,1,5,10.0
27,2.22,1,0.9341166003059598,0,2.0,0,1,0,2.0,0,7,4.449999999999999
18,2.89,1,2.7151065510957793,1,17.0,1,1,0,5.0,1,8,2.7749999999999995
